ring_id,vertex_id,x,y
0,0,46601.163360,0.000000
0,1,45244.539105,2432.080531
0,2,43589.478940,4699.808569
0,3,41668.169321,6771.736623
0,4,39517.205053,8621.701900
0,5,37176.679463,10229.424628
0,6,34689.191028,11580.953608
0,7,32098.792054,12668.947720
0,8,29449.906480,13492.786290
0,9,26786.244677,14058.505711
0,10,27404.342005,16316.326341
0,11,28252.608606,18946.448539
0,12,28855.439009,21683.455727
0,13,29187.310126,24491.061162
0,14,29228.343037,27329.326881
0,15,28964.850385,30155.603566
0,16,28389.727266,32925.546162
0,17,27502.675406,35594.179198
0,18,26310.254694,38116.984455
0,19,24825.760608,40450.983047
0,20,23068.930582,42555.784076
0,21,21065.486763,44394.572906
0,22,18846.526846,45935.013610
0,23,16447.778604,47150.042375
0,24,13908.737250,48018.531441
0,25,11271.707779,48525.806486
0,26,8580.776918,48664.004133
0,27,5880.741110,48432.260404
0,28,3216.018096,47836.725265
0,29,629.570072,46890.402921
0,30,-1838.133888,45612.821989
0,31,-4150.089503,44029.544077
0,32,-6273.638090,42171.523455
0,33,-8181.233932,40074.334339
0,34,-9851.078536,37777.285715
0,35,-11267.605608,35322.446524
0,36,-12421.804397,32753.606335
0,37,-13311.373269,30115.198280
0,38,-13940.699765,27451.211972
0,39,-15679.332109,27157.399842
0,40,-18277.572768,28062.439885
0,41,-20991.098645,28729.228475
0,42,-23784.671452,29130.934043
0,43,-26619.181424,29246.209480
0,44,-29452.564396,29059.776572
0,45,-32240.800854,28562.857137
0,46,-34938.971358,27753.439611
0,47,-37502.341236,26636.374048
0,48,-39887.446681,25223.292969
0,49,-42053.154339,23532.359964
0,50,-43961.667137,21587.852413
0,51,-45579.450455,19419.588989
0,52,-46878.054831,17062.216599
0,53,-47834.814006,14554.375068
0,54,-48433.400345,11937.761017
0,55,-48664.223348,9256.114986
0,56,-48524.660989,6554.157868
0,57,-48019.117951,3876.503962
0,58,-47158.909267,1266.578623
0,59,-45961.972395,-1234.431683
0,60,-44452.415163,-3588.569946
0,61,-42659.911264,-5762.014353
0,62,-40618.958888,-7725.875977
0,63,-38368.021631,-9456.867980
0,64,-35948.573808,-10937.829220
0,65,-33404.074801,-12158.088931
0,66,-30778.898855,-13113.663270
0,67,-28117.247867,-13807.278858
0,68,-26897.522355,-15051.479209
0,69,-27857.357120,-17615.925271
0,70,-28586.423384,-20303.763468
0,71,-29056.626344,-23080.854793
0,72,-29245.187306,-25908.975114
0,73,-29135.264200,-28746.707982
0,74,-28716.422262,-31550.425522
0,75,-27984.942585,-34275.332257
0,76,-26943.960435,-36876.545077
0,77,-25603.429633,-39310.181611
0,78,-23979.913789,-41534.429044
0,79,-22096.209667,-43510.565864
0,80,-19980.812260,-45203.910286
0,81,-17667.235297,-46584.670911
0,82,-15193.204591,-47628.677765
0,83,-12599.744954,-48317.974859
0,84,-9930.184135,-48641.259056
0,85,-7229.099404,-48594.153930
0,86,-4541.233835,-48179.311593
0,87,-1910.410188,-47406.339875
0,88,621.529714,-46291.556763
0,89,3015.732854,-44857.578450
0,90,5237.264243,-43132.751619
0,91,7255.933657,-41150.444636
0,92,9046.998702,-38948.215915
0,93,10591.726224,-36566.880915
0,94,11877.797752,-34049.501808
0,95,12899.548706,-31440.325860
0,96,13658.035402,-28783.699860
0,97,14433.194853,-26625.244786
0,98,16962.013632,-27637.828975
0,99,19622.026629,-28427.413292
0,100,22380.243091,-28964.686937
0,101,25199.380427,-29225.478488
0,102,28038.731334,-29191.411499
0,103,30855.124948,-28850.413948
0,104,33603.957387,-28197.068250
0,105,36240.265264,-27232.792650
0,106,38719.814582,-25965.849194
0,107,41000.177047,-24411.177930
0,108,43041.766112,-22590.061503
0,109,44808.806092,-20529.628674
0,110,46270.209440,-18262.209475
0,111,47400.339573,-15824.558525
0,112,48179.639635,-13256.966446
0,113,48595.111000,-10602.282229
0,114,48640.629221,-7904.871647
0,115,48317.089277,-5209.538534
0,116,47632.376417,-2560.436632
1,0,22402.047812,-819.258455
1,1,22622.807529,-1708.311179
1,2,22005.202565,-2404.889078
1,3,21975.263913,-3291.706417
1,4,21077.063986,-3735.557346
1,5,21220.704059,-4841.768315
1,6,20071.522148,-4933.652964
1,7,19767.388479,-5788.719643
1,8,19012.122942,-6141.011326
1,9,18266.318227,-6454.420762
1,10,17665.895279,-7120.289484
1,11,16859.481291,-7342.925559
1,12,16071.296465,-7725.630295
1,13,15204.723394,-7426.984066
1,14,14408.185112,-7142.143562
1,15,13593.186098,-7202.102413
1,16,12858.884188,-6845.528482
1,17,12042.742606,-6741.867782
1,18,11012.440925,-6906.654916
1,19,10270.462928,-6434.767132
1,20,9698.998151,-5758.423046
1,21,8967.439305,-5253.761730
1,22,8921.364731,-4214.831905
1,23,8276.204386,-3638.736221
1,24,7756.622435,-2942.005738
1,25,8077.658152,-1957.451771
1,26,7370.389716,-1273.156778
1,27,7029.562652,-439.741282
1,28,7489.210664,414.381795
1,29,7444.759184,1260.746708
1,30,7772.500421,2043.742156
1,31,8395.503638,2682.514617
1,32,8634.940908,3444.597724
1,33,8615.878023,4426.651676
1,34,8980.054851,5242.774841
1,35,10112.566314,5309.168262
1,36,10343.852982,6334.916365
1,37,11043.689236,6852.531254
1,38,12091.569734,6630.553143
1,39,12669.550725,7450.861272
1,40,13499.019613,7684.182287
1,41,14361.146463,7709.815624
1,42,15201.366310,7305.195315
1,43,15986.549133,7114.476825
1,44,16795.910813,7091.891420
1,45,17675.162155,7145.040208
1,46,18390.441312,6699.694664
1,47,19222.955681,6463.714856
1,48,19503.096729,5467.807920
1,49,20163.443498,5023.075435
1,50,20931.858981,4616.951168
1,51,21814.419421,4188.808047
1,52,21765.633465,3192.779423
1,53,22212.871930,2476.182061
1,54,22005.215150,1569.905485
1,55,22141.227115,790.390828
1,56,22107.754982,0.000000
2,0,-7111.814647,-873.064146
2,1,-7676.647892,-1641.201647
2,2,-8296.410636,-2301.345135
2,3,-8439.779655,-3095.842634
2,4,-8756.060396,-3838.135407
2,5,-9184.503515,-4526.382602
2,6,-9642.408727,-5211.945308
2,7,-10091.732172,-5959.779973
2,8,-10945.322432,-6206.146030
2,9,-11636.762413,-6645.938639
2,10,-12360.807700,-7048.969000
2,11,-13246.066693,-6926.125995
2,12,-13980.007383,-7355.653753
2,13,-14788.926136,-7657.367301
2,14,-15584.024676,-7048.129683
2,15,-16500.021866,-7679.275195
2,16,-17102.612898,-6722.427809
2,17,-17836.686385,-6466.993567
2,18,-18989.294744,-6909.661183
2,19,-19610.560375,-6272.893502
2,20,-19783.909003,-5196.710478
2,21,-20655.882697,-4925.712572
2,22,-20865.803928,-4067.257938
2,23,-21484.569107,-3509.273309
2,24,-22165.540291,-2910.390969
2,25,-21877.671054,-1944.820074
2,26,-22885.296562,-1315.823271
2,27,-22793.469075,-429.977671
2,28,-22109.537481,392.244113
2,29,-21953.658149,1160.360316
2,30,-22250.505081,2050.247492
2,31,-21770.361519,2749.883223
2,32,-21377.412567,3451.283090
2,33,-20893.919214,4086.752643
2,34,-20622.554035,4896.686615
2,35,-20316.472371,5775.228513
2,36,-19453.021597,6058.554268
2,37,-18710.972630,6427.593141
2,38,-18192.513068,7278.196697
2,39,-17124.974469,6793.921732
2,40,-16501.890527,7688.841696
2,41,-15660.366907,7969.443392
2,42,-14797.628613,7341.657634
2,43,-14011.063933,7131.690143
2,44,-13140.363379,7343.538945
2,45,-12528.109118,6602.126793
2,46,-11751.809326,6418.599742
2,47,-11092.109176,5981.472192
2,48,-9979.779404,6095.716701
2,49,-9600.570037,5252.646614
2,50,-9114.962727,4580.508369
2,51,-8474.736547,4011.064534
2,52,-8105.205910,3253.731792
2,53,-7702.123635,2505.364121
2,54,-7724.414497,1630.496900
2,55,-7867.083576,789.471001
2,56,-7261.227256,0.000000
