ring_id,vertex_id,x,y
0,0,33369.530742,0.000000
0,1,33347.103602,25.277605
0,2,33324.652999,50.521204
0,3,33302.179002,75.730772
0,4,33279.681678,100.906284
0,5,33257.161095,126.047718
0,6,33234.617320,151.155048
0,7,33212.050422,176.228252
0,8,33189.460468,201.267305
0,9,33166.847526,226.272185
0,10,33144.211664,251.242867
0,11,33121.552949,276.179329
0,12,33098.871451,301.081547
0,13,33076.167236,325.949499
0,14,33053.440373,350.783161
0,15,33030.690930,375.582512
0,16,33007.918975,400.347528
0,17,32985.124576,425.078186
0,18,32962.307800,449.774465
0,19,32939.468717,474.436342
0,20,32916.607394,499.063796
0,21,32893.723899,523.656804
0,22,32870.818301,548.215344
0,23,32847.890669,572.739395
0,24,32824.941069,597.228935
0,25,32801.969571,621.683943
0,26,32778.976243,646.104397
0,27,32755.961152,670.490277
0,28,32732.924369,694.841561
0,29,32709.865960,719.158227
0,30,32686.785995,743.440257
0,31,32663.684542,767.687628
0,32,32640.561669,791.900320
0,33,32617.417444,816.078313
0,34,32594.251937,840.221586
0,35,32571.065216,864.330120
0,36,32547.857349,888.403894
0,37,32524.628405,912.442888
0,38,32501.378453,936.447083
0,39,32478.107561,960.416459
0,40,32454.815798,984.350996
0,41,32431.503233,1008.250675
0,42,32408.169934,1032.115477
0,43,32384.815970,1055.945383
0,44,32361.441410,1079.740373
0,45,32338.046322,1103.500429
0,46,32314.630775,1127.225532
0,47,32291.194839,1150.915663
0,48,32267.738581,1174.570805
0,49,32244.262072,1198.190937
0,50,32220.765379,1221.776043
0,51,32197.248571,1245.326104
0,52,32173.711718,1268.841102
0,53,32150.154889,1292.321020
0,54,32126.578152,1315.765839
0,55,32102.981576,1339.175542
0,56,32079.365230,1362.550112
0,57,32055.729184,1385.889531
0,58,32032.073506,1409.193782
0,59,32008.398265,1432.462848
0,60,31984.703531,1455.696712
0,61,31960.989372,1478.895357
0,62,31937.255858,1502.058766
0,63,31913.503057,1525.186924
0,64,31889.731039,1548.279813
0,65,31865.939874,1571.337417
0,66,31842.129629,1594.359720
0,67,31818.300374,1617.346706
0,68,31794.452179,1640.298359
0,69,31770.585113,1663.214664
0,70,31746.699244,1686.095604
0,71,31722.794643,1708.941164
0,72,31698.871378,1731.751329
0,73,31674.929519,1754.526083
0,74,31650.969134,1777.265411
0,75,31626.990294,1799.969299
0,76,31602.993067,1822.637731
0,77,31578.977523,1845.270693
0,78,31554.943731,1867.868170
0,79,31530.891760,1890.430147
0,80,31506.821681,1912.956610
0,81,31482.733561,1935.447546
0,82,31458.627471,1957.902939
0,83,31434.503480,1980.322776
0,84,31410.361658,2002.707043
0,85,31386.202073,2025.055726
0,86,31362.024795,2047.368812
0,87,31337.829895,2069.646287
0,88,31313.617440,2091.888138
0,89,31289.387500,2114.094352
0,90,31265.140146,2136.264915
0,91,31240.875447,2158.399815
0,92,31216.593471,2180.499039
0,93,31192.294289,2202.562574
0,94,31167.977970,2224.590408
0,95,31143.644583,2246.582528
0,96,31119.294198,2268.538922
0,97,31094.926885,2290.459577
0,98,31070.542713,2312.344483
0,99,31046.141752,2334.193626
0,100,31021.724071,2356.006995
0,101,30997.289740,2377.784579
0,102,30972.838828,2399.526365
0,103,30948.371405,2421.232343
0,104,30923.887541,2442.902501
0,105,30899.387304,2464.536829
0,106,30874.870766,2486.135314
0,107,30850.337995,2507.697947
0,108,30825.789060,2529.224716
0,109,30801.224033,2550.715611
0,110,30776.642981,2572.170621
0,111,30752.045975,2593.589737
0,112,30727.433085,2614.972947
0,113,30702.804380,2636.320242
0,114,30678.159930,2657.631612
0,115,30653.499803,2678.907047
0,116,30628.824071,2700.146537
0,117,30604.132803,2721.350072
0,118,30579.426068,2742.517644
0,119,30554.703936,2763.649243
0,120,30529.966476,2784.744860
0,121,30505.213759,2805.804485
0,122,30480.445854,2826.828110
0,123,30455.662831,2847.815725
0,124,30430.864759,2868.767324
0,125,30406.051707,2889.682895
0,126,30381.223747,2910.562433
0,127,30356.380947,2931.405927
0,128,30331.523377,2952.213370
0,129,30306.651106,2972.984754
0,130,30281.764205,2993.720071
0,131,30256.862743,3014.419313
0,132,30231.946790,3035.082472
0,133,30207.016415,3055.709542
0,134,30182.071688,3076.300515
0,135,30157.112679,3096.855383
0,136,30132.139457,3117.374139
0,137,30107.152093,3137.856776
0,138,30082.150655,3158.303289
0,139,30057.135214,3178.713668
0,140,30032.105839,3199.087909
0,141,30007.062600,3219.426005
0,142,29982.005566,3239.727949
0,143,29956.934807,3259.993735
0,144,29931.850393,3280.223358
0,145,29906.752393,3300.416810
0,146,29881.640878,3320.574087
0,147,29856.515916,3340.695182
0,148,29831.377578,3360.780090
0,149,29811.488827,3381.425760
0,150,29831.510693,3406.602410
0,151,29851.511474,3431.811351
0,152,29871.491104,3457.052562
0,153,29891.449515,3482.326023
0,154,29911.386642,3507.631712
0,155,29931.302417,3532.969608
0,156,29951.196775,3558.339690
0,157,29971.069648,3583.741936
0,158,29990.920970,3609.176324
0,159,30010.750675,3634.642833
0,160,30030.558696,3660.141440
0,161,30050.344967,3685.672124
0,162,30070.109421,3711.234863
0,163,30089.851993,3736.829633
0,164,30109.572615,3762.456413
0,165,30129.271221,3788.115181
0,166,30148.947745,3813.805913
0,167,30168.602122,3839.528586
0,168,30188.234284,3865.283178
0,169,30207.844165,3891.069666
0,170,30227.431700,3916.888026
0,171,30246.996821,3942.738235
0,172,30266.539464,3968.620270
0,173,30286.059562,3994.534107
0,174,30305.557048,4020.479723
0,175,30325.031858,4046.457093
0,176,30344.483924,4072.466194
0,177,30363.913182,4098.507001
0,178,30383.319564,4124.579491
0,179,30402.703005,4150.683639
0,180,30422.063440,4176.819420
0,181,30441.400802,4202.986811
0,182,30460.715026,4229.185786
0,183,30480.006045,4255.416320
0,184,30499.273795,4281.678389
0,185,30518.518209,4307.971968
0,186,30537.739221,4334.297030
0,187,30556.936767,4360.653552
0,188,30576.110781,4387.041507
0,189,30595.261196,4413.460871
0,190,30614.387948,4439.911616
0,191,30633.490970,4466.393718
0,192,30652.570198,4492.907150
0,193,30671.625566,4519.451887
0,194,30690.657008,4546.027902
0,195,30709.664460,4572.635169
0,196,30728.647856,4599.273661
0,197,30747.607130,4625.943353
0,198,30766.542217,4652.644216
0,199,30785.453053,4679.376225
0,200,30804.339572,4706.139352
0,201,30823.201708,4732.933570
0,202,30842.039397,4759.758852
0,203,30860.852574,4786.615172
0,204,30879.641173,4813.502500
0,205,30898.405129,4840.420810
0,206,30917.144379,4867.370075
0,207,30935.858856,4894.350265
0,208,30954.548495,4921.361354
0,209,30973.213233,4948.403314
0,210,30991.853004,4975.476115
0,211,31010.467743,5002.579730
0,212,31029.057385,5029.714130
0,213,31047.621867,5056.879287
0,214,31066.161123,5084.075172
0,215,31084.675088,5111.301757
0,216,31103.163698,5138.559011
0,217,31121.626889,5165.846907
0,218,31140.064596,5193.165415
0,219,31158.476755,5220.514506
0,220,31176.863301,5247.894150
