ring_id,vertex_id,x,y
0,0,25000.000000,0.000000
0,1,25000.009229,3.858220
0,2,25000.036917,7.716448
0,3,25000.083063,11.574694
0,4,25000.147667,15.432965
0,5,25000.230730,19.291272
0,6,25000.332250,23.149623
0,7,25000.452229,27.008026
0,8,25000.590665,30.866490
0,9,25000.747559,34.725023
0,10,25000.922909,38.583636
0,11,25001.116717,42.442335
0,12,25001.328981,46.301131
0,13,25001.559701,50.160032
0,14,25001.808877,54.019045
0,15,25002.076509,57.878182
0,16,25002.362595,61.737449
0,17,25002.667136,65.596855
0,18,25002.990130,69.456410
0,19,25003.331578,73.316123
0,20,25003.691478,77.176001
0,21,25004.069831,81.036053
0,22,25004.466635,84.896289
0,23,25004.881890,88.756717
0,24,25005.315595,92.617346
0,25,25005.767749,96.478184
0,26,25006.238352,100.339240
0,27,25006.727402,104.200523
0,28,25007.234899,108.062042
0,29,25007.760843,111.923806
0,30,25008.305231,115.785822
0,31,25008.868063,119.648100
0,32,25009.449339,123.510648
0,33,25010.049057,127.373476
0,34,25010.667216,131.236592
0,35,25011.303815,135.100004
0,36,25011.958854,138.963722
0,37,25012.632330,142.827754
0,38,25013.324242,146.692109
0,39,25014.034591,150.556795
0,40,25014.763373,154.421821
0,41,25015.510589,158.287197
0,42,25016.276236,162.152930
0,43,25017.060314,166.019029
0,44,25017.862821,169.885504
0,45,25018.683756,173.752362
0,46,25019.523117,177.619613
0,47,25020.380903,181.487264
0,48,25021.257112,185.355326
0,49,25022.151743,189.223807
0,50,25023.064795,193.092714
0,51,25023.996265,196.962058
0,52,25024.946152,200.831847
0,53,25025.914455,204.702089
0,54,25026.901172,208.572793
0,55,25027.906301,212.443967
0,56,25028.929841,216.315622
0,57,25029.971789,220.187764
0,58,25031.032144,224.060403
0,59,25032.110904,227.933548
0,60,25033.208067,231.807208
0,61,25034.323632,235.681390
0,62,25035.457596,239.556104
0,63,25036.609957,243.431358
0,64,25037.780714,247.307161
0,65,25038.969864,251.183522
0,66,25040.177406,255.060449
0,67,25041.403337,258.937951
0,68,25042.647656,262.816037
0,69,25043.910359,266.694716
0,70,25045.191445,270.573995
0,71,25046.490912,274.453884
0,72,25047.808758,278.334392
0,73,25049.144980,282.215527
0,74,25050.499575,286.097298
0,75,25051.872543,289.979713
0,76,25053.263879,293.862781
0,77,25054.673582,297.746511
0,78,25056.101650,301.630911
0,79,25057.548079,305.515991
0,80,25059.012869,309.401758
0,81,25060.496014,313.288221
0,82,25061.997515,317.175390
0,83,25063.517367,321.063273
0,84,25065.055568,324.951877
0,85,25066.612116,328.841213
0,86,25068.187008,332.731289
0,87,25069.780241,336.622113
0,88,25071.391812,340.513693
0,89,25073.021719,344.406040
0,90,25074.669959,348.299160
0,91,25076.336529,352.193064
0,92,25078.021425,356.087759
0,93,25079.724647,359.983254
0,94,25081.446189,363.879558
0,95,25083.186050,367.776679
0,96,25084.944226,371.674626
0,97,25086.720714,375.573408
0,98,25088.515512,379.473034
0,99,25090.328616,383.373511
0,100,25092.160023,387.274849
0,101,25094.009730,391.177055
0,102,25095.877733,395.080140
0,103,25097.764030,398.984111
0,104,25099.668618,402.888977
0,105,25101.591492,406.794746
0,106,25103.532650,410.701428
0,107,25105.492089,414.609030
0,108,25107.469804,418.517562
0,109,25109.465793,422.427032
0,110,25111.480052,426.337448
0,111,25113.512578,430.248820
0,112,25115.563367,434.161155
0,113,25117.632416,438.074462
0,114,25119.719720,441.988751
0,115,25121.825278,445.904029
0,116,25123.949084,449.820305
0,117,25126.091135,453.737588
0,118,25128.251428,457.655886
0,119,25130.429959,461.575207
0,120,25132.626723,465.495561
0,121,25134.841718,469.416956
0,122,25137.074940,473.339401
0,123,25139.326384,477.262903
0,124,25141.596047,481.187473
0,125,25143.883925,485.113117
0,126,25146.190014,489.039845
0,127,25148.514310,492.967665
0,128,25150.856808,496.896586
0,129,25153.217506,500.826617
0,130,25155.596399,504.757765
0,131,25157.993482,508.690040
0,132,25160.408752,512.623450
0,133,25162.842205,516.558003
0,134,25165.293835,520.493708
0,135,25167.763640,524.430574
0,136,25170.251615,528.368609
0,137,25172.757756,532.307821
0,138,25175.282057,536.248220
0,139,25177.824516,540.189813
0,140,25180.385127,544.132609
0,141,25182.963886,548.076617
0,142,25185.560789,552.021845
0,143,25188.175832,555.968302
0,144,25190.809009,559.915996
0,145,25193.460316,563.864935
0,146,25196.129749,567.815129
0,147,25198.817303,571.766585
0,148,25201.522973,575.719312
0,149,25204.246755,579.673319
0,150,25206.988644,583.628613
0,151,25209.748636,587.585205
0,152,25212.526725,591.543101
0,153,25215.322907,595.502310
0,154,25218.137178,599.462842
0,155,25220.969531,603.424704
0,156,25223.819963,607.387905
0,157,25226.688468,611.352453
0,158,25229.575041,615.318356
0,159,25232.479679,619.285624
0,160,25235.402374,623.254265
0,161,25238.343124,627.224286
0,162,25241.301921,631.195697
0,163,25244.278762,635.168506
0,164,25247.273642,639.142721
0,165,25250.286554,643.118351
0,166,25253.317494,647.095404
0,167,25256.366457,651.073889
0,168,25259.433437,655.053814
0,169,25262.518430,659.035187
0,170,25265.621429,663.018016
0,171,25268.742430,667.002312
0,172,25271.881427,670.988080
0,173,25275.038415,674.975331
0,174,25278.213388,678.964072
0,175,25281.406342,682.954312
0,176,25284.617269,686.946059
0,177,25287.846165,690.939321
0,178,25291.093025,694.934107
0,179,25294.357842,698.930426
0,180,25297.640611,702.928285
0,181,25300.941327,706.927693
0,182,25304.259984,710.928659
0,183,25307.596575,714.931190
0,184,25310.951096,718.935296
0,185,25314.323541,722.940983
0,186,25317.713903,726.948262
0,187,25321.122177,730.957139
0,188,25324.548357,734.967624
0,189,25327.992438,738.979724
0,190,25331.454412,742.993449
0,191,25334.934275,747.008806
0,192,25338.432020,751.025803
0,193,25341.947642,755.044450
0,194,25345.481134,759.064754
0,195,25349.032490,763.086723
0,196,25352.601703,767.110366
0,197,25356.188769,771.135691
0,198,25359.793681,775.162707
0,199,25363.416432,779.191422
0,200,25367.057016,783.221844
0,201,25370.715428,787.253980
0,202,25374.391660,791.287841
0,203,25378.085706,795.323433
0,204,25381.797561,799.360765
0,205,25385.527217,803.399846
0,206,25389.274669,807.440683
0,207,25393.039909,811.483285
0,208,25396.822932,815.527660
0,209,25400.623730,819.573817
0,210,25404.442298,823.621763
0,211,25408.278629,827.671506
0,212,25412.132716,831.723056
0,213,25416.004552,835.776420
0,214,25419.894131,839.831606
0,215,25423.801446,843.888623
0,216,25427.726491,847.947479
0,217,25431.669258,852.008182
0,218,25435.629741,856.070740
